file,checkpoint,epoch_index,epoch,stage,dataset,teacher,student,target,loss_name,model_type,model,train_loss,train_ce,train_mse,train_top1,train_top5,val_loss,val_ce,val_mse,val_top1,val_top5
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,8,8,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,5.562827477000328,4.792422619277872,0.7704049026315343,2.6394721055788843,13.31733653154928,5.31771612839766,4.601308910044828,0.7164072323553633,2.9402940294029403,14.551455145514552
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,9,9,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,5.295522810244317,4.577251541879124,0.7182712832395374,3.4493101379724056,15.146970605878824,5.027120237267486,4.313397452740422,0.7137227962763145,4.9504950495049505,19.111911191119113
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,10,10,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,5.046578755118422,4.3991632035340675,0.6474155556962529,4.409118176364727,17.696460706714248,4.565030982392062,4.077976156919166,0.4870548481845369,6.180618061806181,21.632163216321633
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,11,11,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.96319535083233,4.33063223781025,0.6325631185284474,4.019196160767846,18.08638272116695,4.451549688402754,3.9690178002175216,0.48253190401184853,6.240624062406241,23.85238523852385
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,12,12,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.807709477658607,4.214677779776076,0.593031695665681,5.578884223155369,22.585482903419315,4.439492675158629,3.898826454911116,0.5406661889877113,6.780678067806781,28.682868286828683
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,13,13,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.709494331602429,4.12060631973413,0.5888880122973665,6.508698260347931,23.48530293941212,4.457040589598969,3.938954112696426,0.5180864814091044,7.260726072607261,27.512751275127513
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,14,14,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.55104836633839,4.018424617364582,0.5326237568400474,6.898620275944811,27.324535091837223,4.335355377182959,3.90671894330718,0.42863644250441413,7.740774077407741,29.582958295829584
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,15,15,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.347483777399184,3.8216204169844894,0.5258633683882006,8.428314337132573,31.22375524666185,4.1935041970116504,3.6674045090055882,0.5260996873265017,10.411041104110412,34.65346534653465
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,16,16,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.255091600526788,3.742466569876485,0.5126250374438739,9.748050389922016,34.13317336303857,3.977464571537072,3.5686796034129933,0.4087849677485315,11.221122112211221,38.25382538253825
aircraft_convnext_tiny_student_l_postgap_mse_ce.json,checkpoints/students/aircraft_convnext_tiny_student_l_postgap_mse_ce.pt,17,17,,aircraft,convnext_tiny,student_l,postgap,mse_ce,distilled,student_l distilled,4.212429548067895,3.7110285859087946,0.5014009746735727,10.167966405574475,34.07318536178323,3.9665578995386186,3.501458690790954,0.4650992357333859,12.061206120612061,38.97389738973897
